atlas_id,roi_uid,roi_original_index,global_original_column,roi_name,roi_label,description,hemisphere,network,x,y,z,metadata_source,metadata_version,metadata_license,metadata_sha256
CC200,cc200:roi001,1,229,,1,,,,-40.289855072463766,-84.7536231884058,1.1014492753623188,dpabi/CC200ROI_tcorr05_2level_all.nii,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,098bef48d6d680b345fc95608898a503af1336ca33383e93f73b45bb78aeffea
CC200,cc200:roi002,2,230,,2,,,,-50.14545454545455,-60.32727272727273,22.8,dpabi/CC200ROI_tcorr05_2level_all.nii,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,098bef48d6d680b345fc95608898a503af1336ca33383e93f73b45bb78aeffea
CC200,cc200:roi003,3,231,,3,,,,13.128205128205128,-64.03418803418803,23.863247863247864,dpabi/CC200ROI_tcorr05_2level_all.nii,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,098bef48d6d680b345fc95608898a503af1336ca33383e93f73b45bb78aeffea
CC200,cc200:roi004,4,232,,4,,,,-37.416666666666664,-13.333333333333334,-2.9166666666666665,dpabi/CC200ROI_tcorr05_2level_all.nii,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,098bef48d6d680b345fc95608898a503af1336ca33383e93f73b45bb78aeffea
CC200,cc200:roi005,5,233,,5,,,,-6.924731182795699,46.10752688172043,7.096774193548387,dpabi/CC200ROI_tcorr05_2level_all.nii,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,098bef48d6d680b345fc95608898a503af1336ca33383e93f73b45bb78aeffea
CC200,cc200:roi006,6,234,,6,,,,8.642857142857142,-35.92857142857143,46.92857142857143,dpabi/CC200ROI_tcorr05_2level_all.nii,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,098bef48d6d680b345fc95608898a503af1336ca33383e93f73b45bb78aeffea
CC200,cc200:roi007,7,235,,7,,,,55.03030303030303,-47.23232323232323,40.92929292929293,dpabi/CC200ROI_tcorr05_2level_all.nii,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,098bef48d6d680b345fc95608898a503af1336ca33383e93f73b45bb78aeffea
CC200,cc200:roi008,8,236,,8,,,,-40.91089108910891,-20.475247524752476,53.663366336633665,dpabi/CC200ROI_tcorr05_2level_all.nii,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,098bef48d6d680b345fc95608898a503af1336ca33383e93f73b45bb78aeffea
CC200,cc200:roi009,9,237,,9,,,,-19.77358490566038,-61.924528301886795,-26.79245283018868,dpabi/CC200ROI_tcorr05_2level_all.nii,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,098bef48d6d680b345fc95608898a503af1336ca33383e93f73b45bb78aeffea
CC200,cc200:roi010,10,238,,10,,,,42.608695652173914,-54.391304347826086,-33.130434782608695,dpabi/CC200ROI_tcorr05_2level_all.nii,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,098bef48d6d680b345fc95608898a503af1336ca33383e93f73b45bb78aeffea
CC200,cc200:roi011,11,239,,11,,,,-58.61290322580645,-29.580645161290324,-3.225806451612903,dpabi/CC200ROI_tcorr05_2level_all.nii,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,098bef48d6d680b345fc95608898a503af1336ca33383e93f73b45bb78aeffea
CC200,cc200:roi012,12,240,,12,,,,27.142857142857142,59.371428571428574,-2.1142857142857143,dpabi/CC200ROI_tcorr05_2level_all.nii,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,098bef48d6d680b345fc95608898a503af1336ca33383e93f73b45bb78aeffea
CC200,cc200:roi013,13,241,,13,,,,2.595744680851064,12.595744680851064,48.93617021276596,dpabi/CC200ROI_tcorr05_2level_all.nii,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,098bef48d6d680b345fc95608898a503af1336ca33383e93f73b45bb78aeffea
CC200,cc200:roi014,14,242,,14,,,,52.8130081300813,-54.829268292682926,23.024390243902438,dpabi/CC200ROI_tcorr05_2level_all.nii,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,098bef48d6d680b345fc95608898a503af1336ca33383e93f73b45bb78aeffea
CC200,cc200:roi015,15,243,,15,,,,13.055555555555555,13.11111111111111,-7.111111111111111,dpabi/CC200ROI_tcorr05_2level_all.nii,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,098bef48d6d680b345fc95608898a503af1336ca33383e93f73b45bb78aeffea
